Image Name	Actual Class	Predicted Class	Probabilities
l8_36R_00151.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00213.png	36R	36R	0.0015, 0.0004, 0.9977, 0.0004
l8_36R_00257.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00456.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00271.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00090.png	36R	36R	0.0001, 0.0003, 0.9995, 0.0001
l8_36R_00049.png	36R	36R	0.0001, 0.0002, 0.9997, 0.0001
l8_36R_00123.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00051.png	36R	36R	0.0006, 0.0017, 0.9972, 0.0005
l8_36R_00384.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00072.png	36R	36R	0.0002, 0.0001, 0.9995, 0.0001
l8_36R_00409.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00012.png	36R	36R	0.0001, 0.0002, 0.9997, 0.0001
l8_36R_00014.png	36R	36R	0.0005, 0.0012, 0.9979, 0.0004
l8_36R_00358.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00406.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00307.png	36R	36R	0.0005, 0.0020, 0.9966, 0.0009
l8_36R_00062.png	36R	36R	0.0002, 0.0002, 0.9995, 0.0001
l8_36R_00129.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00194.png	36R	36R	0.0002, 0.0003, 0.9993, 0.0002
l8_36R_00304.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00052.png	36R	36R	0.0051, 0.0038, 0.9875, 0.0036
l8_36R_00499.png	36R	36R	0.0002, 0.0003, 0.9993, 0.0002
l8_36R_00295.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00327.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00030.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00448.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00199.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00231.png	36R	36R	0.0026, 0.0009, 0.9956, 0.0009
l8_36R_00288.png	36R	36R	0.0115, 0.0928, 0.8747, 0.0211
l8_36R_00019.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00101.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00163.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00427.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00135.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00275.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00468.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00082.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00339.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00445.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00351.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00219.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00167.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00311.png	36R	36R	0.0020, 0.0007, 0.9967, 0.0006
l8_36R_00184.png	36R	36R	0.0030, 0.0017, 0.9935, 0.0019
l8_36R_00402.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0002
l8_36R_00461.png	36R	36R	0.0004, 0.0012, 0.9978, 0.0006
l8_36R_00186.png	36R	36R	0.0000, 0.0004, 0.9995, 0.0001
l8_36R_00233.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00140.png	36R	36R	0.0001, 0.0007, 0.9991, 0.0001
l8_36R_00031.png	36R	36R	0.0002, 0.0002, 0.9995, 0.0001
l8_36R_00134.png	36R	36R	0.0043, 0.0012, 0.9934, 0.0011
l8_36R_00394.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00230.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00340.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00451.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00196.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00376.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00128.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00206.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0002
l8_36R_00066.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00024.png	36R	36R	0.0006, 0.0007, 0.9982, 0.0004
l8_36R_00434.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00498.png	36R	36R	0.0001, 0.0003, 0.9995, 0.0001
l8_36R_00391.png	36R	36R	0.0045, 0.0018, 0.9922, 0.0015
l8_36R_00345.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00277.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00078.png	36R	36R	0.0002, 0.0002, 0.9996, 0.0001
l8_36R_00463.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00353.png	36R	36R	0.0011, 0.0003, 0.9983, 0.0003
l8_36R_00227.png	36R	36R	0.0002, 0.0005, 0.9990, 0.0002
l8_36R_00401.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00179.png	36R	36R	0.0008, 0.0004, 0.9985, 0.0003
l8_36R_00440.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0002
l8_36R_00413.png	36R	36R	0.0007, 0.0023, 0.9960, 0.0011
l8_36R_00245.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00489.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00109.png	36R	36R	0.0002, 0.0001, 0.9996, 0.0001
l8_36R_00251.png	36R	36R	0.0039, 0.0016, 0.9924, 0.0020
l8_36R_00064.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00373.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00354.png	36R	36R	0.0369, 0.1625, 0.7748, 0.0258
l8_36R_00096.png	36R	36R	0.0000, 0.0002, 0.9998, 0.0000
l8_36R_00153.png	36R	36R	0.0003, 0.0014, 0.9980, 0.0004
l8_36R_00459.png	36R	36R	0.0001, 0.0003, 0.9995, 0.0001
l8_36R_00130.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00183.png	36R	36R	0.0002, 0.0005, 0.9990, 0.0003
l8_36R_00469.png	36R	36R	0.0023, 0.0009, 0.9958, 0.0009
l8_36R_00240.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00043.png	36R	36R	0.0002, 0.0002, 0.9994, 0.0002
l8_36R_00328.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00253.png	36R	36R	0.0161, 0.0137, 0.9608, 0.0093
l8_36R_00222.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0001
l8_36R_00412.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00185.png	36R	36R	0.0010, 0.0003, 0.9985, 0.0003
l8_36R_00286.png	36R	36R	0.0010, 0.0013, 0.9972, 0.0006
l8_36R_00350.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00392.png	36R	36R	0.0009, 0.0003, 0.9987, 0.0002
l8_36R_00216.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00474.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00107.png	36R	36R	0.0002, 0.0013, 0.9979, 0.0006
l8_36R_00316.png	36R	36R	0.0026, 0.0010, 0.9951, 0.0013
l8_36R_00369.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00032.png	36R	36R	0.0231, 0.0050, 0.9685, 0.0034
l8_36R_00416.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00438.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00215.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00102.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00294.png	36R	36R	0.0003, 0.0004, 0.9990, 0.0003
l8_36R_00044.png	36R	36R	0.0002, 0.0009, 0.9980, 0.0009
l8_36R_00228.png	36R	36R	0.0003, 0.0007, 0.9987, 0.0003
l8_36R_00279.png	36R	36R	0.0002, 0.0015, 0.9979, 0.0003
l8_36R_00177.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0001
l8_36R_00293.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00038.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00320.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00356.png	36R	36R	0.0001, 0.0003, 0.9995, 0.0001
l8_36R_00000.png	36R	36R	0.0003, 0.0003, 0.9991, 0.0003
l8_36R_00099.png	36R	36R	0.3125, 0.1081, 0.5684, 0.0110
l8_36R_00025.png	36R	36R	0.0004, 0.0005, 0.9989, 0.0003
l8_36R_00229.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00300.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00462.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00303.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00034.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0002
l8_36R_00431.png	36R	36R	0.0005, 0.0001, 0.9992, 0.0002
l8_36R_00172.png	36R	36R	0.0022, 0.0006, 0.9967, 0.0005
l8_36R_00081.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00248.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00422.png	36R	36R	0.0003, 0.0010, 0.9982, 0.0005
l8_36R_00148.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00436.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00088.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00164.png	36R	36R	0.0002, 0.0003, 0.9993, 0.0001
l8_36R_00157.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00077.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00378.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00483.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00097.png	36R	36R	0.0000, 0.0003, 0.9996, 0.0000
l8_36R_00173.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00470.png	36R	36R	0.0006, 0.0002, 0.9991, 0.0001
l8_36R_00250.png	36R	36R	0.0002, 0.0005, 0.9990, 0.0003
l8_36R_00063.png	36R	36R	0.0003, 0.0004, 0.9990, 0.0002
l8_36R_00477.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00344.png	36R	36R	0.0003, 0.0010, 0.9982, 0.0005
l8_36R_00472.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00273.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00256.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00317.png	36R	36R	0.0008, 0.0003, 0.9986, 0.0003
l8_36R_00201.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00437.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00195.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00111.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00282.png	36R	36R	0.0005, 0.0002, 0.9992, 0.0002
l8_36R_00420.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00405.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00289.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00450.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00269.png	36R	36R	0.0001, 0.0001, 0.9999, 0.0000
l8_36R_00110.png	36R	36R	0.0015, 0.0004, 0.9977, 0.0004
l8_36R_00211.png	36R	36R	0.0001, 0.0003, 0.9994, 0.0001
l8_36R_00022.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00225.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00246.png	36R	36R	0.0007, 0.0002, 0.9989, 0.0002
l8_36R_00397.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00419.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00393.png	36R	36R	0.0254, 0.2500, 0.7086, 0.0161
l8_36R_00407.png	36R	36R	0.0000, 0.0002, 0.9997, 0.0000
l8_36R_00241.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00174.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00075.png	36R	36R	0.0002, 0.0002, 0.9994, 0.0002
l8_36R_00207.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00021.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00337.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00375.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00220.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00292.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00444.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00143.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00067.png	36R	36R	0.0000, 0.0002, 0.9997, 0.0000
l8_36R_00348.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00003.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00001.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00104.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00188.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00237.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00162.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00070.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00193.png	36R	36R	0.0001, 0.0003, 0.9995, 0.0001
l8_36R_00155.png	36R	36R	0.0017, 0.0006, 0.9971, 0.0006
l8_36R_00455.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00323.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00435.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00442.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00329.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00180.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00071.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00454.png	36R	36R	0.0001, 0.0004, 0.9994, 0.0001
l8_36R_00290.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00002.png	36R	36R	0.0018, 0.0015, 0.9940, 0.0026
l8_36R_00400.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00383.png	36R	36R	0.0003, 0.0009, 0.9984, 0.0005
l8_36R_00326.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00061.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00159.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00374.png	36R	36R	0.0006, 0.0020, 0.9964, 0.0010
l8_36R_00242.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00272.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00480.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0002
l8_36R_00203.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00404.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00497.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00415.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00388.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00342.png	36R	36R	0.0001, 0.0003, 0.9995, 0.0001
l8_36R_00453.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00338.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00330.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00382.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00487.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00352.png	36R	36R	0.0024, 0.0010, 0.9959, 0.0007
l8_36R_00124.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00464.png	36R	36R	0.0005, 0.0002, 0.9990, 0.0002
l8_36R_00403.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00355.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00274.png	36R	36R	0.0002, 0.0003, 0.9991, 0.0003
l8_36R_00268.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00398.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00443.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00298.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00314.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00418.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00496.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00105.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0001
l8_36R_00234.png	36R	36R	0.0060, 0.0143, 0.9682, 0.0115
l8_36R_00120.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00387.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00050.png	36R	36R	0.0002, 0.0001, 0.9995, 0.0002
l8_36R_00210.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00122.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00283.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00156.png	36R	17R	0.1639, 0.6370, 0.0920, 0.1072
l8_36R_00170.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00010.png	36R	36R	0.0116, 0.0019, 0.9845, 0.0020
l8_36R_00017.png	36R	54T	0.5390, 0.0519, 0.2102, 0.1989
l8_36R_00126.png	36R	36R	0.0002, 0.0003, 0.9993, 0.0002
l8_36R_00178.png	36R	36R	0.0002, 0.0002, 0.9995, 0.0002
l8_36R_00471.png	36R	36R	0.0203, 0.0174, 0.9477, 0.0147
l8_36R_00465.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00113.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00284.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00027.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00476.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00048.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00205.png	36R	36R	0.0035, 0.0051, 0.9842, 0.0072
l8_36R_00091.png	36R	36R	0.0003, 0.0004, 0.9991, 0.0002
l8_36R_00310.png	36R	36R	0.0001, 0.0003, 0.9994, 0.0002
l8_36R_00035.png	36R	36R	0.0557, 0.0759, 0.7112, 0.1572
l8_36R_00057.png	36R	36R	0.0001, 0.0002, 0.9997, 0.0001
l8_36R_00495.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00484.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00452.png	36R	36R	0.0024, 0.0152, 0.9770, 0.0054
l8_36R_00458.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00423.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00266.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00087.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00056.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00132.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00238.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00141.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00142.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00059.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00264.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00191.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00189.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00149.png	36R	36R	0.0014, 0.0003, 0.9978, 0.0004
l8_36R_00332.png	36R	36R	0.0045, 0.0010, 0.9937, 0.0009
l8_36R_00165.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0002
l8_36R_00473.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00493.png	36R	36R	0.0001, 0.0013, 0.9982, 0.0004
l8_36R_00417.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00015.png	36R	36R	0.0134, 0.0053, 0.9761, 0.0053
l8_36R_00145.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0002
l8_36R_00181.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00045.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00430.png	36R	36R	0.0024, 0.0011, 0.9954, 0.0011
l8_36R_00226.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00306.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00083.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00408.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00069.png	36R	36R	0.1493, 0.0181, 0.7560, 0.0767
l8_36R_00361.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00362.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00187.png	36R	36R	0.0001, 0.0002, 0.9997, 0.0001
l8_36R_00239.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00214.png	36R	36R	0.0240, 0.0200, 0.9423, 0.0137
l8_36R_00478.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00291.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00414.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00108.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0001
l8_36R_00490.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00218.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00385.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00334.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00115.png	36R	36R	0.0060, 0.0031, 0.9894, 0.0014
l8_36R_00198.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00429.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00439.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00433.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00333.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00395.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00169.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00065.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00370.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00131.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00033.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00424.png	36R	36R	0.0001, 0.0001, 0.9999, 0.0000
l8_36R_00125.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0001
l8_36R_00202.png	36R	36R	0.0042, 0.0019, 0.9921, 0.0018
l8_36R_00029.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00121.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00425.png	36R	36R	0.0006, 0.0003, 0.9989, 0.0003
l8_36R_00347.png	36R	36R	0.0005, 0.0003, 0.9989, 0.0003
l8_36R_00346.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00040.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00263.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00308.png	36R	36R	0.0002, 0.0002, 0.9995, 0.0001
l8_36R_00176.png	36R	36R	0.0001, 0.0001, 0.9996, 0.0001
l8_36R_00095.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00166.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00410.png	36R	36R	0.0021, 0.0012, 0.9959, 0.0008
l8_36R_00139.png	36R	36R	0.0023, 0.0010, 0.9960, 0.0007
l8_36R_00313.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0002
l8_36R_00018.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00491.png	36R	36R	0.0021, 0.0106, 0.9848, 0.0026
l8_36R_00020.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00046.png	36R	36R	0.0004, 0.0002, 0.9993, 0.0001
l8_36R_00299.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00265.png	36R	36R	0.0005, 0.0003, 0.9988, 0.0004
l8_36R_00171.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00016.png	36R	36R	0.0232, 0.0031, 0.9718, 0.0019
l8_36R_00006.png	36R	36R	0.0002, 0.0002, 0.9994, 0.0002
l8_36R_00494.png	36R	36R	0.0000, 0.0002, 0.9997, 0.0000
l8_36R_00258.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00262.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00023.png	36R	36R	0.0005, 0.0004, 0.9985, 0.0005
l8_36R_00359.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00116.png	36R	36R	0.0023, 0.0086, 0.9879, 0.0012
l8_36R_00161.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
